"id","ICD-9 code","ICD-9 code descriptor","ICD-10 Code","ICD-10 descriptor","Created at","Updated at"
"11474","400","Gas gangrene","A480","Gas gangrene","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11475","35","Erysipelas","A46","Erysipelas","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11476","880","Bartonellosis","A440","Bartonellosis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11477","390","Cutaneous actinomycosis","A431","Cutaneous actinomycotic infection","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11478","390","Rheum fev w/o hrt involv","A431","Rheumatic fever without mention of heart involvement","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11479","399","Actinomycosis NOS","A429","Actinomycotic infection of unspecified site","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11480","398","Actinomycosis NEC","A4281","Actinomycotic infection of other specified sites","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11481","393","Cervicofac actinomycosis","A422","Cervicofacial actinomycotic infection","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11482","393","Chr rheumatic pericard","A422","Chronic rheumatic pericarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11483","392","Abdominal actinomycosis","A421","Abdominal actinomycotic infection","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11484","391","Pulmonary actinomycosis","A420","Pulmonary actinomycotic infection","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11485","389","Septicemia NOS","A419","Unspecified septicemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11486","388","Septicemia NEC","A4181","Other specified septicemias","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11487","3849","Gram-neg septicemia NEC","A4159","Other septicemia due to gram-negative organisms","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11488","3849","Dis tympanic memb NOS","A4159","Unspecified disorder of tympanic membrane","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11489","3844","Serratia septicemia","A4153","Septicemia due to serratia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11490","3843","Pseudomonas septicemia","A4152","Septicemia due to pseudomonas","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11491","3842","E coli septicemia","A4151","Septicemia due to escherichia coli [E. coli]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11492","3840","Gram-neg septicemia NOS","A4150","Septicemia due to gram-negative organism, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11493","383","Anaerobic septicemia","A414","Septicemia due to anaerobes","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11494","3841","H. influenae septicemia","A413","Septicemia due to hemophilus influenzae [H. influenzae]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11495","3841","Chronic myringitis","A413","Chronic myringitis without mention of otitis media","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11496","3810","Staphylcocc septicem NOS","A412","Staphylococcal septicemia, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11497","3819","Staphylcocc septicem NEC","A411","Other staphylococcal septicemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11498","3819","Eustachian tube dis NOS","A411","Unspecified Eustachian tube disorder","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11499","3812","MRSA septicemia","A4102","Methicillin resistant Staphylococcus aureus septicemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11500","3811","Meth susc Staph aur sept","A4101","Methicillin susceptible Staphylococcus aureus septicemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11501","382","Pneumococcal septicemia","A403","Pneumococcal septicemia [Streptococcus pneumoniae septicemia]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11502","380","Streptococcal septicemia","A400","Streptococcal septicemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11503","369","Meningococcal infect NOS","A399","Meningococcal infection, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11504","3689","Meningococcal infect NEC","A3989","Other specified meningococcal infections","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11505","3689","Visual disturbance NOS","A3989","Unspecified visual disturbance","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11506","3682","Meningococc arthropathy","A3983","Meningococcal arthropathy","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11507","3682","Diplopia","A3983","Diplopia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11508","3681","Meningococc optic neurit","A3982","Meningococcal optic neuritis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11509","361","Meningococc encephalitis","A3981","Meningococcal encephalitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11510","3641","Meningococc pericarditis","A3953","Meningococcal pericarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11511","3643","Meningococc myocarditis","A3952","Meningococcal myocarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11512","3643","Iridocyclitis NOS","A3952","Unspecified iridocyclitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11513","3642","Meningococc endocarditis","A3951","Meningococcal endocarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11514","3640","Meningococc carditis NOS","A3950","Meningococcal carditis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11515","362","Meningococcemia","A392","Meningococcemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11516","363","Meningococc adrenal synd","A391","Waterhouse-Friderichsen syndrome, meningococcal","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11517","360","Meningococcal meningitis","A390","Meningococcal meningitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11518","341","Scarlet fever","A380","Scarlet fever","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11519","339","Whooping cough NOS","A3790","Whooping cough, unspecified organism","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11520","338","Whooping cough NEC","A3780","Whooping cough due to other specified organism","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11521","331","Bordetella parapertussis","A3710","Whooping cough due to bordetella parapertussis [B. parapertussis]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11522","4843","Pneumonia in whoop cough","A3701","Pneumonia in whooping cough","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11523","330","Bordetella pertussis","A3700","Whooping cough due to bordetella pertussis [B. pertussis]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11524","3283","Diphtheritic peritonitis","A3689","Diphtheritic peritonitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11525","3281","Conjunctival diphtheria","A3686","Conjunctival diphtheria","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11526","3284","Diphtheritic cystitis","A3685","Diphtheritic cystitis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11527","3289","Diphtheria NEC","A3682","Other specified diphtheria","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11528","3282","Diphtheritic myocarditis","A3681","Diphtheritic myocarditis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11529","3285","Cutaneous diphtheria","A363","Cutaneous diphtheria","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11530","37","Tetanus","A35","Tetanus","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11531","6390","Postabortion gu infect","A34","Genital tract and pelvic infection following abortion or ectopic and molar pregnancies","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11532","7713","Tetanus neonatorum","A33","Tetanus neonatorum","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11533","270","Listeriosis","A320","Listeriosis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11534","319","Mycobacterial dis NOS","A319","Unspecified diseases due to mycobacteria","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11535","319","Intellect disability NOS","A319","Unspecified intellectual disabilities","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11536","318","Mycobacterial dis NEC","A318","Other specified mycobacterial diseases","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11537","312","DMAC bacteremia","A312","Disseminated due to other mycobacteria","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11538","311","Cutaneous mycobacteria","A311","Cutaneous diseases due to other mycobacteria","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11539","311","Depressive disorder NEC","A311","Depressive disorder, not elsewhere classified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11540","310","Pulmonary mycobacteria","A310","Pulmonary diseases due to other mycobacteria","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11541","309","Leprosy NOS","A309","Leprosy, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11542","308","Leprosy NEC","A308","Other specified leprosy","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11543","300","Lepromatous leprosy","A305","Lepromatous leprosy [type L]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11544","303","Borderline leprosy","A302","Borderline leprosy [group B]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11545","301","Tuberculoid leprosy","A301","Tuberculoid leprosy [type T]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11546","302","Indeterminate leprosy","A300","Indeterminate leprosy [group I]","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11547","279","Zoonotic bact dis NOS","A289","Unspecified zoonotic bacterial disease","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11548","278","Zoonotic bact dis NEC","A282","Other specified zoonotic bacterial diseases","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11549","783","Cat-scratch disease","A281","Cat-scratch disease","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11550","272","Pasteurellosis","A280","Pasteurellosis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11551","1009","Leptospirosis NOS","A279","Leptospirosis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11552","10089","Leptospiral infect NEC","A2789","Other specified leptospiral infections","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11553","10081","Leptospiral meningitis","A2781","Leptospiral meningitis (aseptic)","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11554","1000","Prim TB complex-unspec","A270","Primary tuberculous infection, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11555","1000","Leptospiros icterohem","A270","Leptospirosis icterohemorrhagica","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11556","271","Erysipelothrix infection","A260","Erysipelothrix infection","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11557","269","Rat-bite fever NOS","A259","Unspecified rat-bite fever","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11558","261","Streptobacillary fever","A251","Streptobacillary fever","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11559","261","Nutritional marasmus","A251","Nutritional marasmus","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11560","260","Spirillary fever","A250","Spirillary fever","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11561","260","Kwashiorkor","A250","Kwashiorkor","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11562","25","Melioidosis","A241","Melioidosis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11563","24","Glanders","A240","Glanders","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11564","239","Brucellosis NOS","A239","Brucellosis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11565","238","Brucellosis NEC","A238","Other brucellosis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11566","233","Brucella canis","A233","Brucella canis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11567","232","Brucella suis","A232","Brucella suis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11568","231","Brucella abortus","A231","Brucella abortus","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11569","230","Brucella melitensis","A230","Brucella melitensis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11570","229","Anthrax NOS","A229","Anthrax, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11571","228","Other anthrax manifest","A228","Other specified manifestations of anthrax","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11572","223","Anthrax septicemia","A227","Anthrax septicemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11573","222","Gastrointestinal anthrax","A222","Gastrointestinal anthrax","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11574","221","Pulmonary anthrax","A221","Pulmonary anthrax","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11575","4845","Pneumonia in anthrax","A221","Pneumonia in anthrax","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11576","220","Cutaneous anthrax","A220","Cutaneous anthrax","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11577","220","Benign neoplasm ovary","A220","Benign neoplasm of ovary","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11578","219","Tularemia NOS","A219","Unspecified tularemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11579","218","Tularemia NEC","A217","Other specified tularemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11580","211","Enteric tularemia","A213","Enteric tularemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11581","212","Pulmonary tularemia","A212","Pulmonary tularemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11582","213","Oculoglandular tularemia","A211","Oculoglandular tularemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11583","210","Ulceroglandul tularemia","A210","Ulceroglandular tularemia","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11584","209","Plague NOS","A209","Plague, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11585","202","Septicemic plague","A207","Septicemic plague","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11586","208","Other types of plague","A203","Other specified types of plague","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11587","203","Primary pneumonic plague","A202","Primary pneumonic plague","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11588","204","Secondary pneumon plague","A202","Secondary pneumonic plague","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11589","205","Pneumonic plague NOS","A202","Pneumonic plague, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11590","201","Cellulocutaneous plague","A201","Cellulocutaneous plague","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11591","200","Bubonic plague","A200","Bubonic plague","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11592","1890","Miliary TB NOS-unspec","A199","Miliary tuberculosis, unspecified, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11593","1890","Malig neopl kidney","A199","Malignant neoplasm of kidney, except pelvis","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11594","1880","Miliary TB NEC-unspec","A198","Other specified miliary tuberculosis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11595","1880","Mal neo bladder-trigone","A198","Malignant neoplasm of trigone of urinary bladder","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11596","1800","Acute miliary tb-unspec","A190","Acute miliary tuberculosis, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11597","1800","Malig neo endocervix","A190","Malignant neoplasm of endocervix","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11598","1780","TB esophagus-unspec","A1889","Tuberculosis of esophagus, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11599","1770","TB of spleen-unspec","A1885","Tuberculosis of spleen, unspecified","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11600","4200","Ac pericardit in oth dis","A1884","Acute pericarditis in diseases classified elsewhere","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11601","4220","Ac myocardit in oth dis","A1884","Acute myocarditis in diseases classified elsewhere","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11602","42491","Endocarditis in oth dis","A1884","Endocarditis in diseases classified elsewhere","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
"11603","4258","Cardiomyopath in oth dis","A1884","Cardiomyopathy in other diseases classified elsewhere","2020-10-14T04:48:11.000000Z","2020-10-14T04:48:11.000000Z"
