Counter,ICD-10 code,WHO update 1=Add 2=Del,ICD-10 code descriptor,ICD-10-AM Map,Aust update 1=Add 2=Del,Additive Map (+),ICD-10-AM code descriptor
14832,V56.2,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident",V56.2,,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident"
14833,V56.3,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pick-up truck or van, nontraffic accident",V56.3,,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pick-up truck or van, nontraffic accident"
14834,V56.4,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, while boarding or alighting",V56.4,,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, while boarding or alighting"
14835,V56.5,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, driver, traffic accident",V56.5,,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, driver, traffic accident"
14836,V56.6,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, passenger, traffic accident",V56.6,,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, passenger, traffic accident"
14837,V56.7,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person on oustide of vehicle, traffic accident",V56.7,,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident"
14838,V56.9,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pick-up truck or van, traffic accident",V56.9,,,"Occupant of pick-up truck or van injured in collision with other nonmotor vehicle, unspecified occupant of pick-up truck or van, traffic accident"
14839,V57.0,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver, nontraffic accident",V57.0,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver, nontraffic accident"
14840,V57.1,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger, nontraffic accident",V57.1,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger, nontraffic accident"
14841,V57.2,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident",V57.2,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident"
14842,V57.3,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, unspecified occupant of pick-up truck or van, nontraffic accident",V57.3,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, unspecified occupant of pick-up truck or van, nontraffic accident"
14843,V57.4,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, while boarding or alighting",V57.4,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, while boarding or alighting"
14844,V57.5,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver, traffic accident",V57.5,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, driver, traffic accident"
14845,V57.6,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger, traffic accident",V57.6,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, passenger, traffic accident"
14846,V57.7,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, person on oustide of vehicle, traffic accident",V57.7,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident"
14847,V57.9,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, unspecified occupant of pick-up truck or van, traffic accident",V57.9,,,"Occupant of pick-up truck or van injured in collision with fixed or stationary object, unspecified occupant of pick-up truck or van, traffic accident"
14848,V58.0,,"Occupant of pick-up truck or van injured in noncollision transport accident, driver, nontraffic accident",V58.0,,,"Occupant of pick-up truck or van injured in noncollision transport accident, driver, nontraffic accident"
14849,V58.1,,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger, nontraffic accident",V58.1,,,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger, nontraffic accident"
14850,V58.2,,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle, nontraffic accident",V58.2,,,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle, nontraffic accident"
14851,V58.3,,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van, nontraffic accident",V58.3,,,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van, nontraffic accident"
14852,V58.4,,"Occupant of pick-up truck or van injured in noncollision transport accident, while boarding or alighting",V58.4,,,"Occupant of pick-up truck or van injured in noncollision transport accident, while boarding or alighting"
14853,V58.5,,"Occupant of pick-up truck or van injured in noncollision transport accident, driver, traffic accident",V58.5,,,"Occupant of pick-up truck or van injured in noncollision transport accident, driver, traffic accident"
14854,V58.6,,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger, traffic accident",V58.6,,,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger, traffic accident"
14855,V58.7,,"Occupant of pick-up truck or van injured in noncollision transport accident, person on oustide of vehicle, traffic accident",V58.7,,,"Occupant of pick-up truck or van injured in noncollision transport accident, person on outside of vehicle, traffic accident"
14856,V58.9,,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van, traffic accident",V58.9,,,"Occupant of pick-up truck or van injured in noncollision transport accident, unspecified occupant of pick-up truck or van, traffic accident"
14857,V59.0,,Occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident,V59.0,,,Driver of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
14858,V59.1,,Occupant of pick-up truck or van passenger injured in collision with other and unspecified motor vehicles in nontraffic accident,V59.1,,,Passenger of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
14859,V59.2,,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident,V59.2,,,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
14860,V59.3,,Occupant [any] of pick-up truck or van injured in unspecified nontraffic accident,V59.3,,,Occupant [any] of pick-up truck or van injured in unspecified nontraffic accident
14861,V59.4,,Occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,V59.4,,,Driver of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
14862,V59.5,,Occupant of pick-up truck or van passenger injured in collision with other and unspecified motor vehicles in traffic accident,V59.5,,,Passenger of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
14863,V59.6,,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident,V59.6,,,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
